Age,Budget (NPR),Duration (days),Activity Preference,Spending Score,Cluster,KMeans_Cluster
33,2717.2,11.2,Cultural,19.7,1,3
27,1483.93,2.2,Adventure,1.2,0,1
41,6066.14,7.2,Relaxation,30.8,2,0
47,7438.62,21.0,Relaxation,42.2,2,0
27,2106.04,15.7,Spiritual,19.2,4,4
54,5434.06,10.9,Relaxation,32.4,2,0
46,5171.7,7.2,Relaxation,15.5,2,4
20,1120.34,3.8,Adventure,1.0,0,1
29,6037.27,9.9,Adventure,20.2,3,3
39,5655.91,14.0,Adventure,29.7,3,3
29,4096.12,12.0,Relaxation,12.8,1,4
26,6047.68,13.7,Adventure,32.8,2,3
22,5403.59,11.7,Adventure,24.9,2,3
37,4016.47,8.4,Cultural,20.3,1,3
27,3480.61,7.9,Cultural,16.5,1,3
25,789.09,5.6,Cultural,3.3,0,1
19,5514.85,9.3,Relaxation,31.4,2,3
26,4541.87,12.3,Adventure,29.1,3,3
21,3556.79,10.4,Adventure,19.6,3,3
50,3896.64,5.0,Cultural,20.2,1,4
19,825.46,8.4,Cultural,5.5,0,1
22,3899.29,5.6,Adventure,14.0,3,1
59,8769.18,18.6,Relaxation,41.3,2,0
41,2979.2,12.2,Relaxation,8.1,1,4
22,1157.99,2.1,Adventure,1.7,0,1
23,3534.44,17.4,Adventure,24.1,3,3
55,3062.79,1.0,Spiritual,11.8,4,4
30,2024.16,2.4,Cultural,12.0,1,1
42,5404.28,5.0,Adventure,19.7,3,3
22,555.05,2.0,Adventure,1.0,0,1
22,1718.71,2.7,Cultural,8.9,0,1
49,3311.43,7.3,Relaxation,19.8,1,4
24,1617.78,3.8,Adventure,9.6,0,1
36,4235.13,1.5,Cultural,13.0,1,3
18,828.79,1.1,Cultural,1.0,0,1
40,3094.39,4.6,Relaxation,22.4,1,4
24,2535.86,1.0,Spiritual,9.9,4,4
33,3013.23,6.3,Adventure,14.4,3,1
64,7344.81,14.6,Relaxation,40.7,2,0
43,2059.61,18.2,Spiritual,31.1,4,4
47,3714.57,8.8,Adventure,20.5,3,3
47,11375.36,9.2,Cultural,43.2,2,0
50,7370.49,15.7,Relaxation,40.4,2,0
31,6268.47,6.1,Adventure,17.8,3,3
63,10446.0,43.0,Cultural,55.3,2,0
32,4513.99,11.8,Adventure,24.7,3,3
50,2433.46,4.9,Spiritual,14.9,4,4
68,8982.91,11.9,Cultural,44.0,2,0
23,1213.85,4.2,Adventure,1.9,0,1
59,2805.39,7.0,Relaxation,17.7,1,4
21,3527.98,4.7,Spiritual,12.5,4,4
29,1024.64,7.4,Adventure,3.3,0,1
57,7216.21,2.4,Cultural,13.3,2,4
60,1747.0,5.4,Cultural,8.1,0,4
63,4882.86,11.7,Relaxation,15.3,1,4
33,5715.3,1.7,Adventure,18.4,3,3
46,6831.36,13.5,Cultural,24.8,2,0
30,4627.24,9.9,Adventure,11.6,3,3
52,6026.97,23.7,Cultural,35.4,2,0
60,8818.52,13.6,Relaxation,39.1,2,0
65,1263.0,6.0,Spiritual,9.8,4,4
44,4266.27,6.4,Relaxation,16.0,1,4
27,8393.0,3.0,Adventure,35.2,3,3
37,3397.16,9.0,Cultural,17.1,1,3
72,6921.0,11.2,Relaxation,34.4,2,0
31,2434.29,14.3,Spiritual,14.7,4,4
37,2558.43,5.7,Relaxation,9.7,1,4
61,7475.92,13.3,Relaxation,30.3,2,0
26,600.22,5.7,Cultural,14.4,0,1
45,3282.07,6.6,Relaxation,10.8,1,4
18,2822.85,6.4,Cultural,15.9,1,1
26,565.47,5.4,Cultural,9.7,0,1
21,1229.49,1.6,Cultural,7.3,0,1
40,4372.97,4.8,Adventure,16.2,3,3
41,4420.21,7.6,Cultural,15.3,1,3
32,4049.08,8.8,Cultural,23.4,1,3
61,9561.73,13.8,Relaxation,41.1,2,0
29,1419.74,2.2,Adventure,9.0,0,1
67,2505.72,12.1,Spiritual,16.1,4,4
30,684.22,4.7,Adventure,5.2,0,1
25,693.6,1.8,Cultural,13.6,0,1
23,4016.45,3.8,Adventure,16.2,3,3
58,5510.61,14.8,Relaxation,32.2,2,0
18,2221.86,3.8,Adventure,11.3,3,1
32,4280.77,9.6,Adventure,7.9,3,3
45,4942.02,11.9,Adventure,14.7,3,3
49,4173.42,6.5,Cultural,23.0,1,4
39,8714.49,17.9,Relaxation,37.2,2,0
24,2336.99,6.3,Spiritual,15.2,4,4
49,5045.08,10.1,Adventure,6.9,2,3
30,2376.61,5.3,Cultural,12.2,1,1
23,3160.76,1.0,Spiritual,12.5,4,4
49,2892.99,9.9,Cultural,9.8,1,4
51,4228.33,6.4,Cultural,18.5,1,4
44,4158.23,4.4,Relaxation,22.0,1,4
29,1315.37,1.4,Cultural,9.2,0,1
44,6442.33,14.9,Relaxation,32.3,2,0
53,5532.68,16.7,Cultural,18.8,2,3
31,518.18,6.4,Cultural,1.0,0,1
46,1486.13,17.6,Spiritual,17.8,4,4
57,3675.44,8.5,Cultural,23.6,1,4
23,8507.0,7.0,Adventure,28.4,2,3
69,1084.0,5.0,Spiritual,9.5,4,4
55,6981.14,13.0,Cultural,32.6,2,0
57,3407.91,7.1,Cultural,22.6,1,4
23,1748.63,2.4,Cultural,12.0,0,1
48,4786.06,9.2,Cultural,11.6,1,4
64,2526.41,20.0,Spiritual,20.0,4,4
31,3343.34,5.7,Adventure,18.3,3,3
58,4727.61,21.8,Cultural,35.6,1,0
31,4065.7,16.3,Adventure,22.9,3,3
54,4079.31,8.0,Cultural,18.3,1,4
37,4072.59,4.1,Cultural,15.5,1,3
57,8635.55,10.0,Relaxation,42.9,2,0
51,10649.0,22.0,Cultural,46.0,2,0
49,9599.13,6.0,Cultural,34.4,2,0
30,920.01,5.7,Cultural,7.3,0,1
44,4397.49,4.3,Cultural,17.1,1,4
37,4615.25,9.4,Relaxation,24.0,1,4
57,3470.73,6.2,Cultural,18.4,1,4
65,6297.77,12.3,Cultural,32.2,2,0
46,2760.26,10.6,Adventure,16.4,3,3
20,3249.93,1.0,Spiritual,8.6,4,4
55,3830.33,15.6,Spiritual,21.9,4,4
27,4626.55,8.2,Adventure,18.0,3,3
31,6540.9,10.1,Relaxation,30.1,2,3
68,2642.59,16.9,Spiritual,23.7,4,4
27,5019.09,9.3,Adventure,25.4,3,3
30,5009.68,7.6,Adventure,15.8,3,3
31,5551.49,4.6,Adventure,21.3,3,3
22,4992.4,10.6,Adventure,20.9,3,3
18,1777.32,1.5,Adventure,13.9,0,1
29,2030.71,1.8,Spiritual,3.1,4,4
37,7462.22,25.2,Relaxation,38.3,2,0
40,4151.18,8.6,Cultural,23.2,1,3
48,4373.69,7.1,Cultural,13.7,1,4
61,8853.14,15.1,Relaxation,32.6,2,0
22,1787.83,3.6,Cultural,1.0,0,1
37,4203.99,13.1,Adventure,23.9,3,3
39,4383.15,6.9,Cultural,16.1,1,3
37,5491.06,1.5,Relaxation,20.1,2,4
42,3932.23,6.8,Cultural,16.4,1,4
26,545.05,1.5,Cultural,1.0,0,1
30,2847.3,1.7,Spiritual,10.1,4,4
67,7097.45,10.1,Relaxation,29.4,2,0
37,3257.32,6.3,Cultural,20.5,1,3
75,8495.4,11.3,Relaxation,30.7,2,0
34,5666.48,11.5,Relaxation,28.6,2,3
32,5595.5,9.6,Relaxation,18.5,2,4
18,6183.14,12.4,Adventure,26.0,2,3
26,2612.23,13.5,Spiritual,11.7,4,4
30,5730.78,8.4,Adventure,32.7,3,3
53,1434.2,16.8,Spiritual,11.5,4,4
27,5871.24,11.3,Adventure,28.9,3,3
50,3199.49,3.3,Relaxation,19.3,1,4
45,1523.67,4.4,Spiritual,1.5,4,4
24,1920.49,1.6,Adventure,5.3,0,1
41,4445.25,4.2,Cultural,10.5,1,4
24,2046.56,2.1,Spiritual,8.4,4,4
25,4499.28,10.9,Adventure,12.8,3,3
51,2264.05,5.5,Cultural,19.0,1,4
26,4452.21,6.1,Adventure,13.0,3,3
34,2237.55,1.0,Spiritual,18.8,4,4
30,5460.99,9.9,Adventure,24.3,3,3
37,3723.04,5.8,Cultural,11.8,1,4
39,3196.99,8.9,Cultural,20.8,1,3
23,702.69,2.0,Adventure,1.3,0,1
75,2324.02,13.5,Spiritual,10.2,4,4
28,531.35,1.7,Adventure,5.4,0,1
33,5348.05,6.7,Relaxation,21.6,2,4
37,3483.92,10.0,Cultural,19.1,1,3
23,926.93,6.8,Adventure,4.9,0,1
23,9967.0,3.0,Adventure,41.5,2,3
66,5453.29,17.9,Relaxation,32.5,2,0
33,3567.6,6.8,Relaxation,15.0,1,4
34,3278.5,6.3,Relaxation,16.5,1,4
25,1507.45,12.9,Adventure,8.3,3,1
56,1757.43,12.9,Cultural,13.8,0,4
68,1819.11,6.1,Spiritual,10.4,4,4
41,3660.68,10.4,Relaxation,16.3,1,4
64,1187.0,8.0,Cultural,10.1,0,4
25,665.07,2.3,Adventure,6.8,0,1
65,7344.28,13.1,Relaxation,32.5,2,0
18,2434.61,1.6,Spiritual,1.0,4,4
45,2260.81,19.1,Spiritual,15.2,4,4
18,3559.02,11.8,Adventure,23.3,3,3
58,7316.35,17.1,Cultural,36.6,2,0
35,2526.74,7.7,Cultural,21.2,1,3
47,5506.49,17.1,Relaxation,30.0,2,0
75,10077.55,8.5,Relaxation,36.2,2,0
62,5946.06,7.3,Cultural,19.8,2,4
29,711.12,3.0,Cultural,1.0,0,1
45,4034.3,13.0,Adventure,21.1,3,3
64,1286.0,9.0,Cultural,12.7,0,4
31,1449.91,4.5,Adventure,9.7,0,1
22,1125.12,3.8,Adventure,9.9,0,1
27,553.64,4.5,Cultural,12.1,0,1
18,5999.53,7.4,Adventure,18.7,2,3
44,5739.67,14.0,Adventure,27.7,3,3
21,527.29,3.3,Cultural,1.0,0,1
75,6884.96,24.2,Relaxation,36.5,2,0
21,532.11,1.4,Cultural,5.8,0,1
27,658.45,6.5,Cultural,8.1,0,1
40,5927.27,4.6,Adventure,31.1,3,3
26,6083.27,1.0,Spiritual,24.0,4,4
18,7074.0,9.0,Adventure,34.7,2,3
26,6453.38,1.0,Adventure,20.0,3,3
22,3515.48,6.9,Cultural,14.5,1,1
35,4758.75,12.9,Adventure,21.4,3,3
43,6032.6,13.9,Relaxation,34.4,2,0
28,6181.51,7.4,Adventure,31.8,3,3
29,1222.06,1.4,Cultural,2.2,0,1
18,2136.83,6.6,Adventure,17.3,3,1
54,4580.89,8.3,Cultural,21.9,1,4
29,979.49,4.2,Adventure,4.4,0,1
63,3321.6,14.7,Spiritual,23.5,4,4
45,3219.23,8.1,Adventure,12.7,3,3
57,9182.53,14.0,Relaxation,39.4,2,0
65,6562.75,13.6,Cultural,28.1,2,0
47,2704.46,7.2,Cultural,21.2,1,4
66,6299.11,14.5,Relaxation,25.2,2,0
40,3588.71,8.9,Relaxation,22.2,1,4
22,655.98,3.2,Adventure,8.8,0,1
63,2204.23,15.0,Spiritual,14.1,4,4
60,9041.22,7.6,Relaxation,36.0,2,0
41,3903.67,10.4,Cultural,19.3,1,3
36,1398.0,83.0,Cultural,43.7,0,2
44,3818.52,8.9,Cultural,18.2,1,4
38,2497.22,5.7,Spiritual,12.3,4,4
18,2014.67,5.9,Spiritual,15.4,4,4
30,4313.72,13.5,Adventure,20.9,3,3
26,534.29,9.8,Adventure,1.0,0,1
39,4470.59,13.7,Adventure,22.4,3,3
30,5640.78,10.8,Adventure,18.5,3,3
25,1854.18,4.7,Spiritual,10.3,4,4
43,4583.76,8.0,Relaxation,24.5,1,4
25,1669.76,3.0,Adventure,3.6,3,1
23,504.19,1.9,Adventure,1.0,0,1
27,5658.95,7.2,Adventure,16.3,3,3
58,3363.79,7.2,Cultural,11.1,1,4
43,2191.01,18.9,Spiritual,20.3,4,4
18,1789.9,1.3,Adventure,2.1,0,1
60,3643.93,5.5,Cultural,10.3,1,4
20,1205.96,3.5,Cultural,14.0,0,1
37,3962.38,5.8,Relaxation,17.2,1,4
28,4208.61,16.2,Adventure,16.1,3,3
20,2325.63,1.5,Spiritual,4.6,4,4
67,8108.74,16.8,Relaxation,49.3,2,0
74,2745.3,11.2,Spiritual,16.5,4,4
39,2395.52,6.8,Cultural,18.7,1,4
25,5114.47,4.0,Adventure,24.6,3,3
18,1382.3,2.9,Cultural,10.7,0,1
50,7980.28,12.5,Relaxation,29.2,2,0
28,2947.85,4.6,Spiritual,13.5,4,4
21,3259.8,12.1,Adventure,23.7,3,3
39,6935.37,8.7,Cultural,33.2,2,3
43,4838.69,8.6,Cultural,19.5,1,3
34,2623.02,9.2,Cultural,21.6,1,3
39,4808.81,8.6,Adventure,19.3,3,3
50,10616.02,15.9,Relaxation,47.3,2,0
26,2063.0,50.0,Relaxation,32.0,1,2
44,8180.86,12.6,Relaxation,32.8,2,0
23,786.92,1.5,Adventure,9.8,0,1
24,727.2,2.4,Adventure,7.7,0,1
55,2423.88,17.0,Spiritual,17.7,4,4
21,5102.41,15.8,Adventure,25.6,2,3
42,4535.14,8.0,Adventure,21.8,3,3
27,722.9,6.9,Cultural,1.0,0,1
50,3120.66,10.3,Cultural,15.9,1,4
30,1411.9,2.1,Adventure,1.0,0,1
18,519.76,1.1,Adventure,10.1,0,1
18,5268.23,7.1,Adventure,15.9,2,3
33,4774.14,7.3,Cultural,6.4,1,3
20,1022.95,1.4,Adventure,2.8,0,1
40,4171.98,4.7,Adventure,10.1,3,3
38,3712.32,22.6,Spiritual,25.3,4,4
24,844.26,4.2,Cultural,8.1,0,1
21,2141.69,2.1,Adventure,11.3,3,1
22,969.23,2.9,Adventure,12.2,0,1
35,4132.31,10.6,Adventure,20.8,3,3
19,906.88,2.1,Adventure,1.0,0,1
18,5371.47,16.3,Adventure,27.8,2,3
43,5769.44,15.4,Relaxation,31.4,2,0
62,1208.0,14.0,Cultural,17.2,0,4
48,3501.3,7.0,Cultural,12.4,1,4
23,548.27,2.1,Cultural,7.7,0,1
61,5813.82,19.3,Relaxation,34.0,2,0
64,3156.92,4.1,Cultural,8.8,1,4
63,2952.94,15.4,Spiritual,23.5,4,4
42,3032.08,3.3,Spiritual,11.0,4,4
42,3097.14,9.3,Cultural,19.3,1,4
47,3032.44,6.3,Cultural,10.0,1,4
69,1167.0,13.0,Spiritual,14.9,4,4
52,3504.54,7.1,Spiritual,15.9,4,4
55,10825.0,42.0,Relaxation,53.9,2,0
55,3111.43,6.5,Spiritual,10.4,4,4
42,4893.67,10.3,Adventure,28.6,3,3
65,1429.0,6.0,Spiritual,5.6,4,4
55,2623.88,15.3,Spiritual,13.6,4,4
39,3573.94,8.9,Adventure,17.6,3,3
54,7998.12,15.1,Relaxation,34.8,2,0
38,3131.79,14.4,Spiritual,24.1,4,4
18,562.49,6.7,Cultural,10.5,0,1
27,2274.97,6.1,Spiritual,17.0,4,4
65,2508.93,9.7,Spiritual,6.0,4,4
28,5144.73,7.0,Adventure,31.2,3,3
28,4878.31,12.8,Adventure,20.2,3,3
24,3360.75,3.4,Spiritual,13.5,4,4
24,4908.92,10.5,Adventure,19.6,3,3
25,6478.65,10.3,Relaxation,15.7,2,3
48,4198.26,6.7,Cultural,27.0,1,3
40,2611.56,4.0,Spiritual,16.3,4,4
29,4408.54,7.8,Relaxation,18.9,1,4
63,10342.72,12.8,Cultural,36.3,2,0
55,3492.12,9.0,Cultural,18.3,1,4
28,6390.4,2.2,Relaxation,19.3,2,3
68,7653.81,10.8,Relaxation,24.0,2,0
30,3747.92,5.2,Cultural,9.5,1,1
35,5353.8,14.3,Adventure,31.6,3,3
30,5706.12,9.2,Adventure,22.4,3,3
28,2148.31,3.5,Spiritual,13.1,4,4
19,839.35,11.7,Cultural,15.3,0,1
34,2291.97,11.6,Relaxation,17.7,1,4
66,9528.54,13.5,Relaxation,40.6,2,0
41,6160.3,11.0,Adventure,31.5,2,3
45,7762.01,11.7,Adventure,34.2,2,3
23,659.88,10.7,Cultural,8.5,0,1
25,1729.31,10.2,Adventure,16.9,3,1
56,7598.61,15.5,Cultural,30.8,2,0
36,6459.21,11.4,Adventure,27.8,2,3
46,8291.22,10.0,Relaxation,38.0,2,0
20,2486.56,4.0,Spiritual,11.6,4,4
21,2558.48,11.3,Spiritual,18.2,4,4
64,14096.0,29.0,Relaxation,65.0,2,0
26,1543.01,3.9,Adventure,10.1,3,1
30,1115.98,3.0,Cultural,5.0,0,1
46,6823.17,17.9,Relaxation,32.0,2,0
25,3736.18,3.5,Spiritual,10.4,4,4
52,8444.61,19.4,Cultural,39.4,2,0
34,3884.21,5.7,Cultural,10.8,1,1
53,4397.9,2.4,Cultural,18.9,1,4
24,556.49,1.3,Adventure,3.0,0,1
48,4147.14,6.3,Relaxation,20.7,1,4
41,2745.22,10.3,Adventure,15.1,3,3
19,1454.3,3.4,Adventure,4.2,0,1
23,3354.96,1.0,Spiritual,22.0,4,4
56,8710.01,17.4,Cultural,40.1,2,0
23,7306.67,13.5,Adventure,26.9,2,3
27,4889.4,7.0,Adventure,29.3,3,3
66,4864.7,12.9,Relaxation,20.0,1,4
23,1217.99,4.5,Adventure,6.9,0,1
19,2968.79,1.0,Spiritual,14.0,4,4
63,3400.09,10.2,Cultural,5.0,1,4
38,2733.63,17.9,Spiritual,20.9,4,4
29,7075.16,9.9,Adventure,28.2,3,3
41,6742.31,3.2,Adventure,31.7,3,3
40,12964.0,23.0,Cultural,55.2,2,0
21,5040.97,14.7,Adventure,21.8,2,3
23,476.0,1.0,Adventure,1.7,0,1
27,568.78,2.5,Adventure,1.0,0,1
29,1011.03,8.1,Adventure,11.0,0,1
51,4001.29,7.2,Relaxation,14.5,1,4
36,6923.41,6.9,Adventure,20.0,3,3
41,3043.75,8.0,Cultural,16.4,1,4
25,2509.92,1.9,Adventure,8.0,3,1
50,8310.88,21.6,Relaxation,30.1,2,0
48,4337.53,8.4,Relaxation,23.4,1,4
25,4409.88,10.7,Adventure,14.9,3,3
27,898.71,1.1,Adventure,2.6,0,1
54,2381.45,15.9,Spiritual,14.3,4,4
43,2765.43,7.9,Cultural,12.8,1,4
18,4378.61,1.8,Cultural,18.2,1,3
47,8420.19,20.5,Relaxation,43.0,2,0
31,2529.11,12.8,Adventure,20.3,3,3
54,3562.49,7.7,Cultural,17.6,1,4
55,9780.14,14.8,Relaxation,43.0,2,0
30,1612.13,4.9,Spiritual,7.4,4,4
36,5500.94,7.4,Relaxation,25.2,2,4
55,2427.94,3.8,Relaxation,17.0,1,4
29,2153.53,3.1,Adventure,10.1,3,1
57,2758.14,6.5,Spiritual,16.9,4,4
31,1882.94,3.4,Adventure,15.3,3,1
32,3107.32,9.1,Adventure,17.6,3,3
53,7803.0,21.4,Relaxation,39.1,2,0
43,4348.07,8.2,Cultural,23.5,1,3
20,1395.69,1.9,Spiritual,1.0,0,4
71,1110.0,8.0,Cultural,1.0,0,4
25,752.59,3.1,Adventure,6.8,0,1
44,11547.49,15.2,Relaxation,44.9,2,0
39,3125.97,12.7,Spiritual,22.0,4,4
31,1692.09,11.4,Adventure,6.9,3,1
57,5478.44,15.1,Cultural,33.2,2,0
31,2047.48,6.9,Relaxation,15.4,1,4
23,1814.24,7.3,Cultural,12.2,0,1
22,609.31,3.3,Adventure,6.9,0,1
55,6610.95,17.1,Relaxation,35.0,2,0
39,5421.31,7.9,Adventure,26.1,3,3
37,5504.92,11.6,Adventure,24.3,3,3
35,2073.84,10.3,Spiritual,4.0,4,4
40,7343.53,5.6,Relaxation,34.7,2,0
20,904.65,2.1,Cultural,1.0,0,1
26,4182.91,8.7,Relaxation,15.3,1,4
43,2524.68,20.2,Spiritual,22.4,4,4
48,2693.24,8.4,Cultural,15.2,1,4
53,1781.21,19.6,Spiritual,11.1,4,4
28,6376.36,9.9,Adventure,20.2,3,3
64,974.0,14.0,Spiritual,6.4,4,4
40,1791.41,6.0,Spiritual,4.4,4,4
19,953.21,4.6,Adventure,6.3,0,1
33,4915.94,8.0,Adventure,25.7,3,3
58,7802.61,13.7,Relaxation,33.3,2,0
25,4089.84,8.7,Relaxation,23.1,1,4
65,2660.84,20.9,Spiritual,18.9,4,4
29,616.17,3.1,Adventure,1.0,0,1
51,7218.41,10.5,Cultural,31.6,2,0
37,6205.92,10.8,Adventure,32.6,2,3
43,12249.0,40.0,Cultural,56.5,2,0
48,9023.44,24.2,Relaxation,48.4,2,0
33,4025.4,9.5,Adventure,9.4,3,3
23,3435.2,11.2,Adventure,22.4,3,3
37,3460.1,7.1,Cultural,19.0,1,3
48,3528.45,9.7,Cultural,23.6,1,4
23,825.47,5.1,Adventure,14.1,0,1
39,4130.56,11.3,Adventure,23.3,3,3
24,1626.08,7.3,Cultural,9.0,0,1
25,11751.0,8.0,Adventure,33.6,3,3
75,6108.94,13.8,Relaxation,32.5,2,0
18,725.2,1.1,Cultural,1.0,0,1
31,1663.0,39.0,Relaxation,28.9,0,2
33,4084.8,8.0,Cultural,19.2,1,3
58,3065.22,13.3,Spiritual,21.5,4,4
56,5831.51,11.4,Cultural,23.8,2,0
18,2593.85,6.4,Adventure,11.4,3,1
69,10116.47,18.9,Relaxation,33.6,2,0
18,1542.12,4.3,Adventure,14.4,0,1
72,1210.0,13.0,Cultural,5.4,0,4
27,2380.26,1.0,Spiritual,7.8,4,4
40,4332.34,6.9,Cultural,17.9,1,3
45,8650.96,13.3,Relaxation,25.1,2,0
30,613.0,1.9,Adventure,1.6,0,1
68,673.38,20.9,Spiritual,13.6,4,4
22,427.0,1.0,Adventure,10.9,0,1
42,4831.79,7.6,Adventure,22.7,3,3
41,2214.77,7.4,Spiritual,1.0,4,4
36,2420.18,5.5,Cultural,17.7,1,4
57,3987.04,1.0,Spiritual,5.3,4,4
44,4884.94,9.6,Cultural,21.4,1,3
24,1360.01,2.3,Cultural,2.4,0,1
53,7509.57,13.5,Relaxation,43.7,2,0
26,3360.55,9.3,Adventure,9.4,3,1
40,3168.3,6.2,Cultural,17.4,1,4
29,4631.35,7.2,Cultural,25.0,1,3
47,7381.82,13.1,Cultural,37.9,2,0
18,525.34,1.0,Cultural,3.9,0,1
26,757.05,1.5,Adventure,1.0,0,1
22,2694.48,1.3,Spiritual,3.1,4,4
30,955.36,2.5,Cultural,1.6,0,1
26,1259.34,6.5,Cultural,14.3,0,1
51,11905.0,22.0,Cultural,56.1,2,0
30,1023.92,5.9,Cultural,10.9,0,1
24,4603.99,10.2,Adventure,22.7,3,3
31,1635.92,1.9,Cultural,9.1,0,1
58,3493.51,9.2,Cultural,23.3,1,4
42,5562.24,10.8,Relaxation,33.6,2,0
24,1581.11,3.2,Adventure,6.4,0,1
23,4165.18,12.4,Adventure,16.7,3,3
31,5215.63,9.3,Relaxation,20.0,2,4
42,2987.0,47.0,Cultural,33.5,1,2
34,4140.84,8.9,Adventure,17.4,3,3
56,3567.61,7.5,Cultural,24.5,1,4
23,976.37,1.2,Cultural,9.6,0,1
21,5070.3,1.0,Cultural,18.5,2,3
43,9215.04,13.9,Relaxation,45.1,2,0
33,3796.04,12.5,Adventure,15.5,3,3
50,2845.12,7.3,Cultural,16.3,1,4
29,4171.48,7.8,Cultural,16.4,1,3
49,3515.57,9.1,Cultural,13.6,1,4
24,4891.71,7.0,Relaxation,21.2,1,3
27,826.52,3.0,Adventure,4.0,0,1
30,756.34,5.6,Adventure,5.4,0,1
27,1470.1,4.0,Spiritual,2.0,0,4
23,998.14,1.5,Adventure,1.0,0,1
53,2220.48,6.4,Cultural,15.8,1,4
25,3267.29,9.6,Adventure,25.0,3,3
62,3509.2,19.6,Spiritual,25.8,4,4
20,2296.89,2.3,Adventure,7.2,3,1
75,7578.69,14.0,Cultural,33.6,2,0
19,663.85,1.2,Cultural,3.4,0,1
56,1662.25,9.5,Spiritual,11.5,4,4
27,526.45,7.0,Adventure,2.4,0,1
37,6831.46,10.0,Adventure,30.0,3,3
34,2758.76,14.4,Spiritual,8.7,4,4
18,4219.05,7.6,Relaxation,24.3,1,3
74,882.0,12.0,Spiritual,8.5,4,4
21,501.0,2.0,Adventure,1.0,0,1
20,573.58,5.0,Adventure,1.0,0,1
47,8611.98,11.2,Relaxation,25.4,2,0
26,6870.02,9.6,Adventure,22.5,3,3
20,1290.03,2.3,Adventure,3.5,0,1
34,4533.79,14.3,Adventure,31.5,3,3
31,6299.91,6.8,Adventure,17.7,3,3
29,1485.8,2.2,Cultural,9.0,0,1
48,2017.59,4.6,Relaxation,3.4,1,4
23,6111.16,11.3,Adventure,31.7,2,3
49,3644.02,13.6,Spiritual,20.7,4,4
55,3050.93,6.7,Relaxation,15.9,1,4
49,1968.75,9.9,Cultural,14.9,0,4
67,7375.95,9.6,Relaxation,30.1,2,0
51,6684.87,23.4,Relaxation,32.1,2,0
41,3180.1,2.0,Cultural,21.0,1,3
29,3470.87,4.2,Cultural,18.8,1,3
21,2540.86,1.1,Spiritual,10.5,4,4
44,14639.0,20.0,Relaxation,49.7,2,0
20,1918.6,4.7,Cultural,14.0,0,1
28,4266.57,8.2,Adventure,23.2,3,3
70,8074.38,18.6,Relaxation,37.2,2,0
57,2517.28,17.3,Spiritual,19.6,4,4
21,314.0,1.0,Adventure,2.3,0,1
36,7479.04,13.5,Cultural,23.5,2,3
37,4002.45,12.2,Relaxation,19.6,1,4
69,955.0,11.0,Spiritual,4.6,4,4
27,5287.36,8.4,Adventure,14.7,3,3
39,2719.61,5.8,Spiritual,17.4,4,4
37,3566.22,5.2,Cultural,16.4,1,3
48,3466.75,25.4,Spiritual,31.3,4,0
44,8146.51,18.0,Relaxation,36.7,2,0
24,844.78,1.0,Cultural,1.0,0,1
23,1282.23,1.0,Cultural,4.4,0,1
55,2804.57,8.4,Cultural,11.7,1,4
23,1260.32,2.8,Adventure,3.2,0,1
44,6689.44,10.3,Relaxation,17.8,2,4
23,3289.41,6.0,Spiritual,5.8,4,4
19,603.53,3.8,Cultural,11.1,0,1
27,5033.98,7.0,Adventure,21.1,3,3
21,6602.57,5.5,Adventure,18.9,2,3
45,3554.27,8.3,Cultural,23.1,1,3
57,2901.52,8.2,Cultural,19.8,1,4
47,3839.0,3.2,Spiritual,16.6,4,4
52,6802.39,9.6,Relaxation,31.4,2,0
53,2256.75,17.5,Spiritual,9.7,4,4
25,5127.29,5.5,Relaxation,17.7,2,4
64,3180.0,13.3,Spiritual,18.3,4,4
26,726.61,5.0,Adventure,11.5,0,1
23,3214.68,1.9,Spiritual,9.9,4,4
62,6548.59,23.9,Cultural,28.0,2,0
39,3908.13,6.2,Cultural,13.6,1,4
37,11989.22,17.2,Cultural,44.5,2,0
41,6634.16,15.9,Cultural,28.2,2,0
36,4852.44,9.4,Adventure,12.1,3,3
41,2407.98,5.7,Cultural,18.0,1,4
26,1443.26,2.5,Cultural,1.0,0,1
22,5277.98,12.6,Adventure,23.2,2,3
28,3545.02,1.0,Spiritual,8.8,4,4
33,4415.43,5.8,Relaxation,15.0,1,4
44,7893.75,9.6,Cultural,33.6,2,0
31,1255.3,5.2,Cultural,10.8,0,1
50,1770.14,3.1,Spiritual,9.8,4,4
31,588.36,2.6,Adventure,12.8,0,1
29,2122.8,4.5,Cultural,12.5,1,1
44,3669.12,5.2,Cultural,12.6,1,4
60,3015.88,9.9,Relaxation,13.0,1,4
28,549.62,9.8,Adventure,10.3,0,1
18,870.95,3.1,Adventure,1.0,0,1
28,4028.32,11.6,Adventure,22.9,3,3
50,4155.5,3.6,Cultural,12.4,1,4
31,521.98,7.4,Adventure,3.2,0,1
21,5260.97,11.5,Adventure,23.1,2,3
27,4985.27,14.5,Adventure,24.8,3,3
36,2515.41,10.9,Spiritual,19.4,4,4
21,4986.9,2.8,Adventure,23.8,3,3
35,4811.32,10.1,Adventure,21.4,3,3
48,3397.07,2.8,Cultural,10.5,1,4
29,985.9,3.1,Adventure,13.7,0,1
44,4904.18,11.5,Adventure,21.6,3,3
47,13309.0,35.0,Relaxation,69.1,2,0
